49.1385,6,138
49.1388,4,138
49.1432,12,143
49.1509,1,150
50.0152,12,15
50.02,7,20
50.0271,8,27
50.0349,4,34
50.0375,17,37
50.0522,18,52
50.0538,9,53
50.0591,5,59
50.0625,15,62
50.0766,3,76
50.1096,1,109
50.1128,2,112
50.119,11,118
50.1198,16,119
50.1204,13,120
50.1208,10,120
50.137,6,137
50.1388,14,138
51.0028,5,2
51.0095,14,9
51.017,18,17
51.02,11,19
51.0254,15,25
51.031,8,30
51.032,9,32
51.0421,2,42
51.0455,3,45
51.0721,16,72
51.0939,17,93
51.1035,6,103
51.1093,7,109
51.114,10,113
51.1147,1,114
51.1248,13,124
51.1463,4,146
51.1484,12,148
52.0063,9,6
52.024,5,23
52.0364,3,36
52.0406,17,40
52.052,6,52
52.0651,18,65
52.0657,7,65
52.0716,14,71
52.0772,4,77
52.0785,10,78
52.0836,12,83
52.0846,8,84
52.0877,15,87
52.1228,1,122
52.1243,16,124
52.1375,11,137
52.14,13,140
52.1433,2,143
53.0103,4,10
53.0113,5,11
53.0171,6,17
53.0281,14,28
53.0292,11,29
53.0352,10,35
53.0743,16,74
53.0767,9,76
53.0785,18,78
53.0813,12,81
53.0852,15,85
53.0954,8,95
53.0972,3,97
53.1346,1,134
53.1351,17,135
53.1438,13,143
53.1451,7,145
53.1494,2,149
54.0058,4,5
54.0405,17,40
54.0455,16,45
54.0463,6,46
54.0498,2,49
54.0694,5,69
54.0753,14,75
54.0766,18,76
54.0779,10,77
54.0822,11,82
54.0884,15,88
54.0918,9,91
54.1029,3,102
54.1038,1,103
54.1067,13,106
54.1098,12,109
54.1469,8,146
54.1494,7,149
55.0147,10,14
55.0273,4,27
55.0311,2,31
55.0373,1,37
55.0429,7,42
55.0632,9,63
55.0727,3,72
55.073,12,72
55.0826,14,82
55.1005,16,100
55.1008,11,100
55.1241,6,124
55.133,8,133
55.1345,17,134
55.1399,15,139
55.1408,5,140
55.1445,13,144
55.1453,18,145
56.0023,14,2
56.0097,16,9
56.0189,15,18
56.0256,13,25
56.0562,8,56
56.0878,6,87
56.0965,11,96
56.0978,3,97
56.1127,2,112
56.1136,9,113
56.1142,5,114
56.1178,12,117
56.1258,4,125
56.1272,17,127
56.1325,10,132
56.1357,18,135
56.1383,7,138
56.1445,1,144
57.0107,12,10
57.011,11,11
57.015,6,15
57.0228,7,22
57.0252,14,25
57.0255,4,25
57.0378,1,37
57.0423,9,42
57.0496,8,49
57.0558,2,55
57.0563,15,56
57.0795,17,79
57.0896,13,89
57.1032,16,103
57.1181,10,118
57.1211,18,121
57.1479,5,147
57.1496,3,149
58.0177,3,17
58.0277,2,27
58.0349,10,34
58.0395,16,39
58.0548,12,54
58.0686,6,68
58.0724,14,72
58.0886,9,88
58.0939,15,93
58.0948,18,94
58.0972,4,97
58.0999,8,99
58.1127,7,112
58.1292,1,129
58.1295,13,129
58.1319,17,131
58.1333,5,133
58.1367,11,136
59.008,2,7
59.0166,9,16
59.0232,6,23
59.0383,12,38
59.0399,11,39
59.056,13,56
59.0598,17,59
59.0627,18,62
59.0728,5,72
59.0799,4,79
59.0879,7,87
59.0938,15,93
59.0956,3,95
59.1121,14,112
59.1187,10,118
59.1285,16,128
59.1325,8,132
59.1385,1,138
60.0057,10,5
60.0096,16,9
60.0117,14,11
60.0225,5,22
60.0305,17,30
60.0364,8,36
60.0607,11,60
60.084,1,84
60.0844,3,84
60.0955,12,95
60.1121,13,112
60.1184,18,118
60.1201,4,120
60.1288,9,128
60.1325,7,132
60.133,15,133
60.1394,2,139
60.141,6,140
61.0031,16,3
61.0199,1,19
61.0241,5,24
61.0365,12,36
61.0367,11,36
61.0502,8,50
61.0514,13,51
61.0583,4,58
61.0692,10,69
61.0798,15,79
61.082,2,81
61.1054,9,105
61.1092,6,109
61.1233,7,123
61.1235,3,123
61.1245,18,124
61.1371,14,137
61.1474,17,147
62.0051,12,5
62.0288,10,28
62.0313,1,31
62.0431,5,43
62.0478,11,47
62.0618,8,61
62.0788,15,78
62.0991,13,99
62.0999,2,99
62.1044,4,104
62.1137,18,113
62.117,7,116
62.1179,3,117
62.118,9,117
62.1239,6,123
62.1305,14,130
62.1424,16,142
62.1443,17,144
63.0106,13,10
63.0187,7,18
63.0199,18,19
63.0216,17,21
63.0465,1,46
63.0698,11,69
63.0832,4,83
63.0886,6,88
63.0917,15,91
63.0919,8,91
63.0923,5,92
63.0948,9,94
63.1134,3,113
63.1138,14,113
63.1158,2,115
63.1228,16,122
63.1357,10,135
63.1402,12,140
64.0136,2,13
64.0232,1,23
64.0399,17,39
64.0441,14,44
64.0455,15,45
64.0508,13,50
64.0519,3,51
64.0537,9,53
64.0622,8,62
64.0649,7,64
64.0678,4,67
64.0693,11,69
64.0963,16,96
64.1108,10,110
64.1174,5,117
64.1195,18,119
64.1356,6,135
64.1429,12,142
65.0042,3,4
65.005,6,5
65.0073,8,7
65.0292,1,29
65.0401,13,40
65.0444,4,44
65.0597,2,59
65.0645,11,64
65.0724,10,72
65.0933,14,93
65.1005,5,100
65.1015,18,101
65.1028,7,102
65.1112,16,111
65.1195,17,119
65.1302,9,130
65.149,15,149
65.1499,12,149
66.0107,4,10
66.0136,9,13
66.0208,15,20
66.0316,8,31
66.038,16,38
66.0432,10,43
66.0482,5,48
66.0491,1,49
66.0693,3,69
66.0959,14,95
